,モニターID.11桁.,居住都道府県.参考.,居住エリア,年齢.5才刻み.,年齢.10才刻み.,世代,性別,性年代,メディアターゲット区分,未既婚,職業,職業.詳細.,職種,仕事環境,個人年収,X1ヶ月平均小遣い,最終学歴,家族人数,家族構成,世帯年収,家屋形態,生協加入有無,配偶者の同居有無,同居配偶者年齢.5才刻み.,同居配偶者年齢.10才刻み.,同居配偶者職業,末子年齢,家族人員.17才以下男子.,家族人員.17才以下女子.,家族人員.0.2才.乳児..,家族人員.3.5才.就学前児童..,家族人員.6.11才.小学生..,家族人員.12.14才.中学生..,家族人員.15.17才.高校生..,家族人員.65才以上.,自動車.自家用車保有.有無,同居子供人数.17才以下.,同居子供人数.14才以下.
0,50000203856,45,10,6,4,5,1,4,6,2,1,6,1,1,7,10,4,1,1,3,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
1,50000300858,22,6,10,6,3,2,12,4,1,6,11,12,7,10,4,3,6,4,5,1,1,1,9,5,5,1,2,2,2,2,2,2,2,1,1,1,1
2,50000245614,13,4,7,4,4,2,10,3,1,2,2,2,3,4,3,2,4,3,4,1,2,1,6,3,4,5,1,1,2,2,1,1,2,2,2,3,3
3,50000448787,14,4,6,4,5,2,10,3,1,5,9,9,5,1,3,2,3,3,2,3,2,1,5,3,4,6,1,2,2,2,2,1,2,2,1,2,2
4,50000193009,13,4,5,3,6,1,3,6,1,1,4,7,2,5,3,4,4,3,2,3,2,1,4,2,9,3,2,1,2,1,1,2,2,2,2,3,3
5,50000300091,44,10,10,6,2,2,12,4,1,6,11,12,7,10,3,2,2,2,1,1,1,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
6,50000167549,12,4,6,4,5,2,10,3,2,3,5,1,1,4,4,3,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
7,50000223851,22,6,6,4,5,2,10,3,1,1,4,7,2,2,3,6,4,3,2,1,1,1,8,4,4,7,1,2,2,2,2,2,1,2,1,2,1
8,50000349846,22,6,10,6,2,1,6,7,1,5,9,1,2,1,3,6,3,3,1,1,1,1,9,5,6,1,2,2,2,2,2,2,2,1,1,1,1
9,50000392547,19,3,9,5,3,1,5,7,1,2,2,1,2,8,3,6,3,3,5,1,2,1,6,3,5,4,2,1,2,2,1,2,2,2,1,2,2
10,50000201763,23,6,10,6,2,2,12,4,1,6,11,12,7,10,3,2,2,2,2,1,2,1,9,5,9,1,2,2,2,2,2,2,2,1,1,1,1
11,50000396892,14,4,9,5,3,1,5,7,1,1,3,3,4,9,10,7,3,3,5,1,2,1,8,4,2,1,2,2,2,2,2,2,2,2,1,1,1
12,50000316833,28,7,4,3,6,1,3,5,2,1,4,1,1,7,4,6,2,3,3,3,1,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
13,50000390754,28,7,10,6,2,1,6,7,1,2,2,8,2,4,4,6,2,2,2,1,1,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
14,50000183308,4,2,9,5,3,1,5,7,2,2,2,5,1,6,3,6,2,3,4,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
15,50000381588,11,4,8,5,4,1,5,7,1,1,3,1,1,9,4,6,4,3,5,1,1,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
16,50000349074,12,4,10,6,2,1,6,7,1,8,16,12,7,10,4,6,2,2,2,1,1,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
17,50000383495,13,4,7,4,4,1,4,6,1,3,5,1,1,9,3,6,2,2,5,1,2,1,5,3,4,1,2,2,2,2,2,2,2,2,1,1,1
18,50000255152,18,5,10,6,3,1,6,7,1,8,16,12,7,10,6,6,3,3,2,1,1,1,9,5,11,1,2,2,2,2,2,2,2,2,1,1,1
19,50000473659,9,3,10,6,2,2,12,4,1,3,5,11,4,3,3,2,1,1,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
20,50000368265,4,2,8,5,4,2,11,4,1,3,5,1,1,1,3,4,3,3,2,1,1,1,9,5,5,7,2,1,2,2,2,2,1,2,1,2,1
21,50000296513,12,4,8,5,4,2,11,4,1,2,2,6,1,9,6,6,3,3,5,1,1,2,10,6,14,7,2,1,2,2,2,2,1,2,1,2,1
22,50000299221,8,3,4,3,6,1,3,5,1,1,6,1,1,6,4,6,2,2,3,1,2,1,2,1,4,1,2,2,2,2,2,2,2,2,1,1,1
23,50000020383,11,4,8,5,4,1,5,7,1,1,4,3,4,4,3,6,4,3,5,1,2,1,6,3,9,1,2,2,2,2,2,2,2,2,1,1,1
24,50000064374,23,6,6,4,5,2,10,3,1,1,4,1,1,6,2,5,3,3,2,2,2,1,5,3,2,4,1,2,2,2,1,2,2,2,1,2,2
25,50000040125,28,7,6,4,5,2,10,3,1,1,4,4,2,6,4,6,4,3,5,3,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
26,50000494567,34,8,3,2,7,1,2,5,2,8,16,12,7,10,1,7,2,5,1,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
27,50000064942,27,7,6,4,5,1,4,6,1,1,3,2,3,8,4,6,3,3,5,3,2,1,4,2,4,2,2,1,1,2,2,2,2,2,2,2,2
28,50000328838,27,7,8,5,4,1,5,7,1,2,2,8,1,4,3,2,4,3,1,1,1,1,7,4,4,6,1,1,2,2,2,1,1,2,2,3,2
29,50000153382,12,4,7,4,4,2,10,3,1,5,9,5,2,1,3,6,4,3,5,2,1,1,6,3,3,7,1,1,2,2,2,2,1,2,1,3,1
30,50000130335,1,1,9,5,3,1,5,7,1,1,6,1,1,8,4,7,2,2,4,3,1,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
31,50000017206,13,4,7,4,4,2,10,3,1,5,9,7,2,1,3,2,5,3,2,1,2,1,8,4,4,1,2,2,2,2,2,2,2,2,1,1,1
32,50000305259,24,6,10,6,3,2,12,4,1,6,11,12,7,10,3,2,2,2,1,1,1,1,9,5,5,1,2,2,2,2,2,2,2,1,1,1,1
33,50000106470,14,4,4,3,6,2,9,2,2,1,4,1,1,3,4,5,3,3,4,3,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
34,50000457670,34,8,6,4,5,1,4,6,1,3,5,1,1,4,3,6,2,2,1,3,1,1,6,3,11,1,2,2,2,2,2,2,2,2,2,1,1
35,50000280902,14,4,5,3,6,1,3,6,1,1,4,3,1,9,3,6,3,3,5,3,2,1,3,2,4,3,1,2,2,1,2,2,2,2,2,2,2
36,50000044907,23,6,10,6,3,1,6,7,1,8,16,12,7,10,6,5,2,2,5,3,1,1,9,5,13,1,2,2,2,2,2,2,2,2,1,1,1
37,50000078125,14,4,10,6,3,1,6,7,2,8,16,12,7,10,2,4,2,5,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
38,50000120595,43,10,5,3,6,2,9,3,2,1,4,7,2,3,3,3,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
39,50000261366,11,4,8,5,4,2,11,4,1,1,4,1,1,2,3,4,4,3,4,1,1,1,7,4,6,1,2,2,2,2,2,2,2,2,1,1,1
40,50000496527,28,7,8,5,4,1,5,7,1,1,3,2,3,4,3,6,4,3,2,3,2,1,8,4,3,1,2,2,2,2,2,2,2,2,2,1,1
41,50000019881,23,6,6,4,5,2,10,3,2,5,9,9,2,2,3,2,3,3,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
42,50000384956,9,3,7,4,4,1,4,6,2,2,2,3,1,4,3,6,5,4,1,1,2,3,10,6,14,5,1,1,2,2,1,1,2,1,1,3,3
43,50000380126,13,4,5,3,6,1,3,6,1,1,4,4,1,8,5,6,3,3,5,3,2,1,4,2,4,3,1,2,2,1,2,2,2,2,1,2,2
44,50000276694,46,10,9,5,3,2,11,4,1,6,11,12,7,10,3,6,2,3,1,1,2,2,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
45,50000157617,27,7,7,4,4,1,4,6,1,1,3,2,3,8,4,6,2,2,4,1,2,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
46,50000295944,13,4,4,3,6,2,9,2,1,5,9,7,2,1,2,4,5,4,2,4,2,1,3,2,5,3,1,1,2,1,1,2,2,1,1,3,3
47,50000164604,38,9,10,6,3,2,12,4,1,6,11,12,7,10,3,2,2,2,2,1,1,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
48,50000027867,23,6,10,6,2,1,6,7,1,5,9,11,2,2,2,2,2,2,1,1,1,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
49,50000490773,14,4,5,3,6,1,3,6,2,1,4,3,1,6,5,6,4,3,5,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
50,50000019569,27,7,10,6,3,2,12,4,1,6,11,12,7,10,3,6,2,2,2,1,2,1,9,5,9,1,2,2,2,2,2,2,2,1,1,1,1
51,50000301366,16,5,3,2,7,1,2,5,2,5,9,8,2,1,3,6,4,3,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
52,50000311987,26,7,10,6,2,1,6,7,1,8,16,12,7,10,3,6,2,2,1,1,2,1,9,5,9,1,2,2,2,2,2,2,2,1,2,1,1
53,50000457804,3,2,9,5,3,2,11,4,1,5,9,7,2,2,3,5,2,2,4,1,1,1,8,4,6,1,2,2,2,2,2,2,2,2,1,1,1
54,50000299692,28,7,6,4,5,2,10,3,1,2,2,5,2,1,4,4,4,3,4,1,2,1,6,3,4,2,1,1,1,1,2,2,2,2,1,3,3
55,50000038675,23,6,5,3,6,2,9,3,1,1,4,9,1,4,2,5,3,3,2,2,2,1,6,3,8,3,2,1,2,1,2,2,2,2,1,2,2
56,50000346512,46,10,10,6,3,2,12,4,1,8,16,12,7,10,2,5,3,3,1,1,1,1,9,5,9,1,2,2,2,2,2,2,2,1,1,1,1
57,50000496067,27,7,4,3,6,1,3,5,2,1,3,3,2,5,4,6,1,1,2,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
58,50000300737,23,6,7,4,4,2,10,3,1,6,11,12,7,10,2,5,4,3,2,1,1,1,6,3,4,7,1,2,2,2,2,2,1,2,1,2,1
59,50000150003,27,7,9,5,3,2,11,4,2,8,16,12,7,10,2,2,2,3,2,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
60,50000153708,43,10,7,4,4,1,4,6,1,1,3,3,2,5,3,2,5,3,2,4,2,1,5,3,4,6,1,1,2,2,2,1,1,2,1,4,3
61,50000056926,11,4,10,6,3,1,6,7,2,3,5,9,4,2,3,2,1,1,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
62,50000378946,13,4,4,3,6,2,9,2,1,1,4,1,1,4,3,6,2,2,4,1,2,1,5,3,4,1,2,2,2,2,2,2,2,2,1,1,1
63,50000304978,23,6,6,4,5,2,10,3,1,5,9,4,1,1,6,7,2,2,5,1,2,1,9,5,4,1,2,2,2,2,2,2,2,2,1,1,1
64,50000471374,28,7,8,5,4,1,5,7,2,3,5,11,4,4,4,6,1,1,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
65,50000151021,40,10,10,6,3,1,6,7,1,8,16,12,7,10,3,6,3,3,2,1,1,1,8,4,4,1,2,2,2,2,2,2,2,1,1,1,1
66,50000246834,12,4,3,2,7,1,2,5,2,1,6,1,1,3,5,4,5,4,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
67,50000054461,23,6,8,5,4,1,5,7,1,1,3,3,1,10,1,6,6,3,2,1,1,1,7,4,13,5,2,1,2,2,1,1,1,2,1,4,3
68,50000387837,11,4,6,4,5,1,4,6,1,1,3,2,3,7,5,6,3,3,4,1,2,1,6,3,9,6,1,2,2,2,2,1,2,2,1,2,2
69,50000370115,40,10,5,3,6,1,3,6,2,1,4,9,5,6,4,6,3,3,4,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
70,50000119474,27,7,10,6,2,2,12,4,1,6,11,12,7,10,3,5,2,2,1,1,1,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
71,50000250659,13,4,5,3,6,2,9,3,1,1,4,1,1,2,3,6,4,3,2,3,2,1,8,4,4,4,2,1,2,2,1,2,2,2,1,3,3
72,50000038515,7,2,3,2,7,1,2,5,2,3,5,7,2,2,3,2,4,3,2,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
73,50000027733,14,4,7,4,4,2,10,3,1,6,11,12,7,10,2,5,4,3,5,1,2,1,6,3,3,7,2,1,2,2,2,2,1,2,2,3,1
74,50000215800,13,4,5,3,6,2,9,3,1,3,5,1,1,2,3,4,2,2,2,3,2,1,6,3,9,1,2,2,2,2,2,2,2,2,2,1,1
75,50000496826,13,4,5,3,6,2,9,3,1,6,11,12,7,10,3,4,2,2,4,3,2,1,5,3,3,1,2,2,2,2,2,2,2,2,1,1,1
76,50000483539,28,7,8,5,4,1,5,7,1,1,4,1,1,7,1,6,2,2,5,3,1,1,8,4,4,1,2,2,2,2,2,2,2,2,1,1,1
77,50000408883,11,4,8,5,4,2,11,4,2,3,5,1,1,4,4,5,1,1,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
78,50000036360,11,4,4,3,6,1,3,5,1,1,3,1,1,6,3,6,3,3,3,1,2,1,4,2,11,4,2,1,2,2,1,2,2,2,2,2,2
79,50000134549,40,10,10,6,3,2,12,4,1,1,4,1,1,3,2,2,3,3,3,1,2,1,7,4,4,1,2,2,2,2,2,2,2,2,2,1,1
80,50000380091,32,8,5,3,6,2,9,3,1,1,4,1,1,3,2,2,2,2,2,4,1,1,5,3,2,1,2,2,2,2,2,2,2,2,1,1,1
81,50000153738,11,4,8,5,4,2,11,4,1,1,4,2,3,7,9,4,3,3,5,3,2,1,8,4,4,1,2,2,2,2,2,2,2,2,2,1,1
82,50000479279,7,2,8,5,4,2,11,4,1,3,5,1,1,2,3,2,2,2,4,1,2,1,8,4,4,1,2,2,2,2,2,2,2,2,1,1,1
83,50000438338,27,7,10,6,2,2,12,4,1,5,9,11,1,2,3,2,2,2,2,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
84,50000038392,15,5,7,4,4,2,10,3,1,5,9,6,1,1,2,4,2,2,2,2,2,1,5,3,4,1,2,2,2,2,2,2,2,2,1,1,1
85,50000297851,13,4,7,4,4,2,10,3,1,6,11,12,7,10,4,5,5,3,5,1,2,1,6,3,1,4,1,1,2,2,1,1,2,2,1,4,4
86,50000081248,20,5,8,5,4,2,11,4,1,5,9,1,1,3,5,4,4,3,5,3,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
87,50000079048,12,4,7,4,4,2,10,3,1,5,9,1,1,1,3,5,2,2,3,3,2,1,7,4,3,1,2,2,2,2,2,2,2,2,2,1,1
88,50000433407,1,1,3,2,7,1,2,5,2,1,4,3,1,3,4,7,3,3,5,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
89,50000151241,16,5,5,3,6,2,9,3,1,5,9,8,2,2,4,2,3,3,2,1,1,1,4,2,2,4,1,2,2,2,1,2,2,2,1,2,2
90,50000375259,20,5,5,3,6,1,3,6,1,1,6,1,2,6,3,7,4,3,2,2,2,1,2,1,13,2,2,1,1,2,2,2,2,2,1,3,3
91,50000314240,34,8,3,2,7,1,2,5,2,3,5,9,4,3,6,2,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
92,50000348402,8,3,10,6,3,2,12,4,1,6,11,12,7,10,3,5,2,2,1,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
93,50000296293,28,7,8,5,4,2,11,4,1,6,11,12,7,10,3,5,2,2,5,1,1,1,7,4,6,1,2,2,2,2,2,2,2,2,1,1,1
94,50000391524,27,7,8,5,4,2,11,4,1,5,9,1,1,1,3,5,4,3,3,3,1,1,7,4,3,1,2,2,2,2,2,2,2,2,1,1,1
95,50000215118,14,4,4,3,6,1,3,5,1,1,4,3,1,9,4,4,4,3,5,3,2,1,4,2,4,3,2,1,2,1,1,2,2,2,1,3,3
96,50000429387,40,10,4,3,6,2,9,2,1,3,5,1,1,2,3,6,2,2,2,3,2,1,2,1,4,1,2,2,2,2,2,2,2,2,2,1,1
97,50000011803,15,5,8,5,4,2,11,4,1,5,9,1,1,1,3,4,6,4,4,1,2,1,6,3,4,5,1,1,2,2,1,1,1,1,1,4,3
98,50000292270,13,4,6,4,5,2,10,3,1,1,4,5,2,5,3,4,5,3,5,3,2,1,5,3,6,5,1,1,2,2,1,1,1,2,2,4,3
99,50000285518,4,2,3,2,7,1,2,5,2,1,4,1,2,4,4,6,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
100,50000154846,16,5,6,4,5,2,10,3,1,5,9,1,1,1,2,6,5,3,2,1,2,1,6,3,6,4,1,1,2,2,1,1,2,2,1,4,4
101,50000028069,33,8,10,6,3,1,6,7,1,6,11,12,7,10,1,6,2,2,2,1,1,1,9,5,4,1,2,2,2,2,2,2,2,2,1,1,1
102,50000056414,13,4,10,6,3,1,6,7,1,3,5,1,1,4,2,6,2,2,2,3,1,1,9,5,5,1,2,2,2,2,2,2,2,2,1,1,1
103,50000014263,27,7,6,4,5,2,10,3,2,3,5,1,1,4,6,2,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
104,50000297873,13,4,7,4,4,2,10,3,1,6,11,12,7,10,10,6,2,2,5,1,2,1,7,4,3,1,2,2,2,2,2,2,2,2,2,1,1
105,50000395190,1,1,8,5,4,2,11,4,2,3,5,9,1,2,2,5,2,5,1,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
106,50000338834,16,5,9,5,3,1,5,7,1,1,1,1,1,9,4,7,3,3,5,1,2,1,8,4,11,1,2,2,2,2,2,2,2,2,1,1,1
107,50000347908,13,4,9,5,3,2,11,4,1,2,2,8,1,8,7,6,4,3,5,1,1,1,9,5,3,1,2,2,2,2,2,2,2,1,1,1,1
108,50000038149,13,4,7,4,4,2,10,3,1,5,9,1,2,2,3,2,2,2,2,1,2,1,7,4,2,1,2,2,2,2,2,2,2,2,1,1,1
109,50000428139,28,7,9,5,3,1,5,7,1,1,4,11,2,4,4,6,3,3,2,3,1,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
110,50000017516,28,7,9,5,3,1,5,7,1,2,2,8,5,4,3,2,2,2,1,1,2,1,9,5,11,1,2,2,2,2,2,2,2,2,1,1,1
111,50000297850,23,6,7,4,4,1,4,6,2,3,5,9,5,4,4,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
112,50000010906,47,11,6,4,5,2,10,3,2,5,9,2,1,1,2,6,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
113,50000028282,13,4,7,4,4,2,10,3,1,6,11,12,7,10,4,6,3,3,5,3,2,1,6,3,3,7,1,2,2,2,2,2,1,2,1,2,1
114,50000192057,23,6,8,5,4,1,5,7,1,1,6,1,1,8,4,6,2,2,4,1,2,1,6,3,13,1,2,2,2,2,2,2,2,2,1,1,1
115,50000051579,13,4,7,4,4,2,10,3,2,3,5,2,1,4,4,6,2,3,2,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
116,50000036412,23,6,8,5,4,1,5,7,1,1,6,1,1,8,4,2,3,3,5,4,2,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
117,50000462616,42,10,9,5,3,1,5,7,2,1,4,7,5,1,5,2,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
118,50000445682,14,4,4,3,6,2,9,2,1,5,9,7,2,1,3,6,2,2,2,1,2,1,3,2,4,1,2,2,2,2,2,2,2,2,1,1,1
119,50000498013,12,4,3,2,7,1,2,5,2,1,4,1,1,5,7,6,1,1,2,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
120,50000157451,38,9,6,4,5,2,10,3,1,6,11,12,7,10,2,3,4,3,2,3,1,1,5,3,4,2,2,1,1,2,1,2,2,2,1,3,3
121,50000107313,23,6,7,4,4,2,10,3,1,5,9,1,1,2,3,6,3,3,2,2,2,1,6,3,4,7,1,2,2,2,2,2,1,2,1,2,1
122,50000445068,27,7,7,4,4,1,4,6,1,3,5,1,1,3,3,4,3,3,2,3,2,1,5,3,3,1,2,2,2,2,2,2,2,1,2,1,1
123,50000098069,22,6,5,3,6,1,3,6,1,1,4,5,2,5,2,6,4,3,2,3,2,1,4,2,9,4,1,2,2,2,1,2,1,2,1,3,2
124,50000094313,40,10,9,5,3,1,5,7,1,2,2,8,2,1,4,6,2,2,1,1,2,1,8,4,7,1,2,2,2,2,2,2,2,2,1,1,1
125,50000254534,13,4,2,2,7,1,2,5,2,7,15,12,7,10,1,8,4,3,4,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
126,50000378463,2,2,8,5,4,2,11,4,1,1,4,9,2,3,4,5,3,3,4,1,1,1,8,4,1,1,2,2,2,2,2,2,2,2,1,1,1
127,50000389769,21,6,4,3,6,1,3,5,1,1,4,3,1,5,2,6,6,5,5,1,1,1,2,1,4,2,2,1,1,2,2,2,2,1,1,2,2
128,50000057895,42,10,8,5,4,2,11,4,1,1,4,1,1,4,3,6,4,4,5,1,2,1,7,4,3,1,2,2,2,2,2,2,2,1,1,1,1
129,50000489871,44,10,3,2,7,1,2,5,2,1,6,1,2,6,5,6,2,3,2,3,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
130,50000027831,11,4,10,6,2,1,6,7,1,2,2,6,1,7,4,6,3,3,3,1,2,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
131,50000343828,23,6,5,3,6,1,3,6,1,1,4,3,1,6,3,7,3,3,3,1,2,1,4,2,11,3,1,2,2,1,2,2,2,2,1,2,2
132,50000133314,13,4,10,6,3,1,6,7,2,1,4,7,2,4,3,4,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
133,50000034489,13,4,6,4,5,2,10,3,2,3,5,1,1,2,5,5,3,3,4,3,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
134,50000124126,11,4,5,3,6,1,3,6,2,1,6,1,2,6,4,6,4,3,5,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
135,50000220908,8,3,9,5,3,1,5,7,1,1,6,1,1,9,5,7,4,3,5,1,1,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
136,50000404577,13,4,8,5,4,2,11,4,1,6,11,12,7,10,3,2,3,3,2,3,2,1,9,5,5,6,2,1,2,2,2,1,2,2,2,2,2
137,50000019856,28,7,9,5,3,1,5,7,1,1,1,1,1,9,5,6,3,3,5,3,2,1,7,4,4,1,2,2,2,2,2,2,2,2,1,1,1
138,50000043736,1,1,10,6,3,1,6,7,1,1,6,1,2,9,3,6,1,1,5,2,2,2,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
139,50000486366,47,11,2,2,7,1,2,5,2,7,13,12,7,10,3,8,3,3,1,3,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
140,50000018832,21,6,7,4,4,1,4,6,1,1,4,3,1,9,4,7,5,4,5,1,1,1,5,3,9,5,2,1,2,2,1,2,2,1,1,2,2
141,50000408758,15,5,7,4,4,1,4,6,2,1,4,9,4,4,3,2,3,3,2,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
142,50000106325,24,6,8,5,4,1,5,7,1,1,4,3,1,6,3,6,4,4,3,1,2,1,6,3,13,1,2,2,2,2,2,2,2,1,1,1,1
143,50000320550,40,10,9,5,3,1,5,7,1,1,1,3,4,8,2,6,2,2,4,1,2,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
144,50000018345,27,7,3,2,7,1,2,5,2,1,4,4,2,3,10,7,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
145,50000384407,13,4,5,3,6,1,3,6,1,1,3,3,1,5,3,6,2,2,5,1,1,1,4,2,6,1,2,2,2,2,2,2,2,2,1,1,1
146,50000256245,7,2,6,4,5,1,4,6,1,1,3,1,1,5,2,2,4,3,2,1,2,1,4,2,11,4,1,2,2,2,1,2,2,2,1,3,3
147,50000104487,22,6,7,4,4,1,4,6,1,2,2,1,1,8,5,6,6,4,5,1,1,1,5,3,4,2,1,1,1,2,1,1,2,1,1,4,4
148,50000037067,13,4,7,4,4,1,4,6,2,1,4,3,1,7,6,7,1,1,3,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
149,50000018751,40,10,8,5,4,2,11,4,1,1,4,1,1,4,6,6,4,3,5,3,1,1,8,4,3,1,2,2,2,2,2,2,2,2,1,1,1
150,50000044626,27,7,6,4,5,2,10,3,2,1,4,1,2,5,10,6,3,3,5,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
151,50000394846,10,3,10,6,3,2,12,4,1,6,11,12,7,10,3,6,4,3,4,1,1,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
152,50000360119,46,10,6,4,5,1,4,6,2,1,6,1,1,5,4,6,1,1,2,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
153,50000014610,13,4,7,4,4,1,4,6,2,1,4,3,1,5,3,7,2,3,2,4,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
154,50000277366,27,7,10,6,3,1,6,7,2,5,9,9,4,3,4,2,1,1,1,5,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
155,50000155656,9,3,6,4,5,1,4,6,2,1,4,9,1,3,1,1,3,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
156,50000415240,14,4,5,3,6,2,9,3,2,3,5,7,2,1,2,4,3,3,1,1,2,3,10,6,14,3,1,2,2,1,1,2,2,2,2,3,3
157,50000495986,13,4,8,5,4,2,11,4,1,5,9,5,1,2,3,4,2,2,4,1,1,1,8,4,1,1,2,2,2,2,2,2,2,2,1,1,1
158,50000418693,8,3,6,4,5,2,10,3,1,6,11,12,7,10,2,5,4,3,3,2,1,1,5,3,3,3,1,1,2,1,1,2,2,2,1,3,3
159,50000490040,1,1,7,4,4,2,10,3,1,6,11,12,7,10,2,4,2,3,1,3,2,2,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
160,50000280227,40,10,4,3,6,1,3,5,1,1,4,2,3,7,4,6,4,3,3,3,1,1,3,2,13,2,1,1,1,1,2,2,2,2,1,3,3
161,50000297297,22,6,6,4,5,1,4,6,2,1,4,2,3,3,6,4,3,3,2,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
162,50000161723,23,6,7,4,4,1,4,6,1,1,4,2,3,9,4,6,4,3,5,3,2,1,3,2,4,3,1,1,2,1,1,2,2,2,1,3,3
163,50000386113,10,3,10,6,2,2,12,4,1,6,11,12,7,10,4,6,2,2,2,1,1,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
164,50000069246,27,7,9,5,3,2,11,4,1,6,11,12,7,10,2,2,4,3,4,3,2,1,8,4,6,1,2,2,2,2,2,2,2,2,1,1,1
165,50000053906,23,6,5,3,6,1,3,6,1,1,4,1,1,7,3,7,5,3,5,1,1,1,5,3,4,2,1,1,1,1,1,2,2,2,1,4,4
166,50000403161,23,6,3,2,7,2,8,2,2,1,4,1,1,4,8,6,4,3,5,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
167,50000034711,27,7,6,4,5,2,10,3,2,1,4,1,1,4,7,6,3,3,3,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
