,モニターID.11桁.,居住都道府県.参考.,居住エリア,年齢.5才刻み.,年齢.10才刻み.,世代,性別,性年代,メディアターゲット区分,未既婚,職業,職業.詳細.,職種,仕事環境,個人年収,X1ヶ月平均小遣い,最終学歴,家族人数,家族構成,世帯年収,家屋形態,生協加入有無,配偶者の同居有無,同居配偶者年齢.5才刻み.,同居配偶者年齢.10才刻み.,同居配偶者職業,末子年齢,家族人員.17才以下男子.,家族人員.17才以下女子.,家族人員.0.2才.乳児..,家族人員.3.5才.就学前児童..,家族人員.6.11才.小学生..,家族人員.12.14才.中学生..,家族人員.15.17才.高校生..,家族人員.65才以上.,自動車.自家用車保有.有無,同居子供人数.17才以下.,同居子供人数.14才以下.
21420,50000762395,13,4,10,6,3,1,6,7,1,1,4,2,1,9,10,2,2,2,5,3,2,1,8,4,6,1,2,2,2,2,2,2,2,2,1,1,1
21421,50000763278,34,8,10,6,2,1,6,7,1,3,5,3,4,7,4,3,2,2,3,1,1,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
21422,50000764753,13,4,8,5,4,1,5,7,1,1,3,1,1,9,6,6,4,3,5,3,2,1,5,3,2,3,1,1,2,1,2,2,1,2,1,3,2
21423,50000764791,13,4,5,3,6,2,9,3,2,8,16,12,7,10,2,2,4,3,5,3,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
21424,50000766773,13,4,6,4,5,2,10,3,2,8,16,12,7,10,3,4,4,3,4,4,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
21425,50000767463,12,4,7,4,4,1,4,6,1,1,1,2,1,4,1,6,5,4,3,1,2,1,6,3,9,7,1,2,2,2,2,2,1,1,1,2,1
21426,50000768309,14,4,9,5,3,1,5,7,1,1,3,1,1,9,5,6,3,3,5,1,1,1,8,4,11,1,2,2,2,2,2,2,2,2,1,1,1
21427,50000768484,14,4,6,4,5,2,10,3,1,5,9,1,1,2,4,6,2,2,4,3,2,1,7,4,3,1,2,2,2,2,2,2,2,2,2,1,1
21428,50000769769,8,3,3,2,7,1,2,5,2,1,4,3,1,4,6,6,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21429,50000771920,13,4,10,6,2,1,6,7,2,2,2,7,2,7,7,2,1,1,3,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21430,50000772406,11,4,6,4,5,1,4,6,1,2,2,8,1,9,9,4,5,4,5,2,2,1,5,3,7,5,1,2,2,2,1,2,2,1,1,2,2
21431,50000772480,12,4,6,4,5,1,4,6,1,2,2,8,1,3,3,6,4,3,1,2,2,1,4,2,9,3,1,1,2,1,1,2,2,2,1,3,3
21432,50000772713,13,4,8,5,4,1,5,7,1,2,2,2,3,8,5,6,5,3,4,1,2,1,6,3,7,5,1,1,2,2,1,1,2,2,2,4,4
21433,50000772815,12,4,10,6,2,1,6,7,1,8,16,12,7,10,5,7,2,2,2,3,2,1,9,5,13,1,2,2,2,2,2,2,2,1,2,1,1
21434,50000772964,13,4,5,3,6,2,9,3,1,6,11,12,7,10,3,6,4,3,3,3,2,1,4,2,6,3,2,1,2,1,1,2,2,2,1,3,3
21435,50000773053,13,4,9,5,3,1,5,7,1,1,4,1,1,8,2,5,3,3,4,3,2,1,8,4,9,1,2,2,2,2,2,2,2,2,2,1,1
21436,50000773123,12,4,7,4,4,1,4,6,1,1,4,3,1,9,3,7,3,3,5,1,2,1,5,3,11,5,1,2,2,2,1,2,2,2,1,2,2
21437,50000774158,14,4,5,3,6,2,9,3,1,6,11,12,7,10,2,2,4,3,3,2,2,1,4,2,6,3,1,2,2,1,1,2,2,2,2,3,3
21438,50000774347,13,4,9,5,3,1,5,7,1,2,2,9,4,6,5,6,5,4,5,1,2,1,8,4,13,1,2,2,2,2,2,2,2,1,1,1,1
21439,50000774619,13,4,6,4,5,1,4,6,1,1,4,9,2,3,3,1,4,3,2,1,1,1,5,3,3,3,2,1,2,1,2,1,2,2,1,3,3
21440,50000774903,12,4,6,4,5,2,10,3,1,5,9,11,2,1,2,6,3,3,2,1,1,1,5,3,3,5,1,2,2,2,1,2,2,2,2,2,2
21441,50000775048,13,4,9,5,3,1,5,7,2,8,16,12,7,10,3,6,1,1,1,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21442,50000776877,12,4,9,5,3,1,5,7,1,1,3,3,1,9,3,6,5,4,5,1,2,1,8,4,9,1,2,2,2,2,2,2,2,1,1,1,1
21443,50000778187,14,4,7,4,4,2,10,3,1,6,11,12,7,10,2,6,3,3,4,3,2,1,7,4,2,4,2,1,2,2,1,2,2,2,2,2,2
21444,50000778615,13,4,5,3,6,1,3,6,1,1,4,2,1,4,10,6,4,3,2,2,2,1,3,2,9,4,2,1,2,2,1,2,2,2,1,3,3
21445,50000778635,12,4,6,4,5,1,4,6,1,1,3,3,1,7,3,2,6,3,3,1,2,1,5,3,11,3,1,1,2,1,1,1,1,2,1,4,4
21446,50000778748,13,4,10,6,2,1,6,7,1,8,16,12,7,10,4,6,3,3,4,3,2,1,9,5,9,1,2,2,2,2,2,2,2,1,1,1,1
21447,50000778755,13,4,9,5,3,1,5,7,2,2,2,3,1,6,4,6,2,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21448,50000778812,13,4,8,5,4,2,11,4,1,6,11,12,7,10,3,2,3,3,3,3,2,1,6,3,4,1,2,2,2,2,2,2,2,2,1,1,1
21449,50000779309,8,3,9,5,3,1,5,7,1,8,16,12,7,10,1,2,2,2,1,1,2,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
21450,50000779341,13,4,6,4,5,2,10,3,1,1,3,1,1,5,6,6,3,3,4,1,1,1,8,4,3,4,2,1,2,2,1,2,2,2,1,2,2
21451,50000779845,8,3,7,4,4,1,4,6,1,1,4,9,5,5,3,1,5,4,4,1,2,1,5,3,9,1,2,2,2,2,2,2,2,1,1,1,1
21452,50000780250,14,4,7,4,4,1,4,6,2,2,2,9,2,4,3,2,2,3,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21453,50000780557,13,4,6,4,5,2,10,3,2,1,4,1,1,6,4,6,1,1,2,3,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21454,50000780950,12,4,6,4,5,1,4,6,2,2,2,6,1,6,5,6,1,1,2,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21455,50000781128,42,10,10,6,3,1,6,7,1,8,16,12,7,10,3,5,2,2,1,1,1,1,9,5,13,1,2,2,2,2,2,2,2,2,1,1,1
21456,50000781180,11,4,9,5,3,1,5,7,1,1,3,4,1,9,4,6,4,3,5,1,1,1,7,4,11,1,2,2,2,2,2,2,2,2,1,1,1
21457,50000781811,11,4,10,6,3,1,6,7,1,1,1,7,1,9,4,6,2,2,5,3,2,1,9,5,13,1,2,2,2,2,2,2,2,2,1,1,1
21458,50000782054,14,4,8,5,4,1,5,7,1,1,3,1,1,9,5,6,6,3,5,1,2,1,7,4,9,7,1,1,2,2,2,2,1,2,1,3,1
21459,50000782076,14,4,6,4,5,2,10,3,1,3,5,1,1,3,3,5,2,2,4,3,2,1,6,3,3,1,2,2,2,2,2,2,2,2,1,1,1
21460,50000783321,12,4,8,5,4,1,5,7,2,1,3,3,4,3,3,2,3,3,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21461,50000787287,13,4,6,4,5,1,4,6,1,1,4,9,2,4,3,4,3,3,2,1,1,1,6,3,9,1,2,2,2,2,2,2,2,2,1,1,1
21462,50000787292,10,3,10,6,2,1,6,7,1,8,16,12,7,10,5,6,3,3,1,1,2,1,8,4,11,7,2,1,2,2,2,2,1,1,1,2,1
21463,50000787472,13,4,7,4,4,1,4,6,1,1,3,1,1,9,4,6,3,3,5,3,2,1,6,3,13,4,1,2,2,2,1,2,2,2,2,2,2
21464,50000788679,11,4,9,5,3,1,5,7,2,1,4,2,3,4,1,2,2,3,1,2,2,3,10,6,14,5,1,2,2,2,1,2,2,2,1,2,2
21465,50000788685,13,4,9,5,3,1,5,7,1,1,1,1,1,9,7,6,2,2,5,1,1,1,8,4,1,1,2,2,2,2,2,2,2,2,1,1,1
21466,50000788698,14,4,10,6,2,1,6,7,1,4,7,8,4,3,4,3,2,2,1,1,2,1,7,4,11,1,2,2,2,2,2,2,2,1,1,1,1
21467,50000789032,12,4,10,6,2,1,6,7,1,5,9,9,5,4,2,7,3,3,6,4,1,1,9,5,13,1,2,2,2,2,2,2,2,1,2,1,1
21468,50000789178,11,4,9,5,3,1,5,7,1,1,4,2,3,4,2,6,1,1,2,3,2,2,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21469,50000789181,12,4,6,4,5,2,10,3,1,5,9,7,4,1,2,6,4,3,4,1,2,1,5,3,6,4,1,1,2,2,1,1,2,2,1,3,3
21470,50000789265,12,4,8,5,4,1,5,7,1,2,2,8,2,2,1,4,4,3,1,1,2,1,6,3,9,5,1,2,2,2,1,1,2,2,1,3,3
21471,50000789475,13,4,10,6,3,1,6,7,1,1,6,5,2,5,4,6,4,3,2,1,1,1,8,4,13,6,1,2,2,2,2,1,2,2,1,2,2
21472,50000789652,13,4,7,4,4,2,10,3,2,4,10,6,2,5,3,5,1,1,2,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21473,50000789704,14,4,7,4,4,1,4,6,1,2,2,9,2,4,3,4,2,2,3,1,2,1,6,3,7,1,2,2,2,2,2,2,2,2,1,1,1
21474,50000790049,14,4,9,5,3,1,5,7,1,1,6,5,2,8,4,4,2,3,4,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21475,50000790642,13,4,10,6,2,1,6,7,1,3,5,2,3,6,3,6,3,3,3,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
21476,50000790724,13,4,8,5,4,1,5,7,1,1,4,3,1,7,4,3,5,3,3,3,2,1,6,3,9,7,2,1,2,2,2,2,1,2,1,2,1
21477,50000790765,13,4,9,5,3,1,5,7,2,8,16,12,7,10,2,2,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21478,50000791652,14,4,7,4,4,2,10,3,2,5,9,9,4,2,1,2,3,3,1,1,1,3,10,6,14,6,2,1,2,2,2,1,1,2,2,3,2
21479,50000793140,12,4,9,5,3,1,5,7,1,1,3,2,3,10,4,6,3,3,1,3,2,1,6,3,11,2,1,2,1,2,2,2,2,2,1,2,2
21480,50000793952,14,4,9,5,3,2,11,4,1,5,9,9,4,1,4,6,3,3,4,3,1,1,9,5,9,1,2,2,2,2,2,2,2,1,1,1,1
21481,50000794460,13,4,9,5,3,1,5,7,1,6,11,12,7,10,3,6,3,3,4,1,2,1,7,4,4,1,2,2,2,2,2,2,2,2,2,1,1
21482,50000794749,13,4,10,6,2,1,6,7,1,4,10,6,2,6,3,6,3,3,3,3,2,1,8,4,9,1,2,2,2,2,2,2,2,1,2,1,1
21483,50000796024,12,4,3,2,7,2,8,2,2,5,9,7,2,1,2,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21484,50000797075,13,4,6,4,5,2,10,3,1,5,9,7,2,1,10,2,2,2,1,4,2,1,7,4,13,1,2,2,2,2,2,2,2,2,2,1,1
21485,50000798106,12,4,4,3,6,2,9,2,1,6,11,12,7,10,2,6,4,3,2,1,2,1,3,2,2,3,1,1,2,1,2,2,2,2,1,3,3
21486,50000799392,13,4,7,4,4,1,4,6,2,1,4,9,5,5,7,6,1,1,2,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21487,50000799504,11,4,10,6,2,1,6,7,1,8,16,12,7,10,2,2,3,3,1,1,2,1,9,5,9,1,2,2,2,2,2,2,2,1,1,1,1
21488,50000799697,13,4,8,5,4,1,5,7,1,1,3,2,3,9,5,1,5,4,5,1,2,1,7,4,1,5,1,2,2,2,1,2,2,2,1,2,2
21489,50000799816,13,4,8,5,4,1,5,7,1,1,4,7,2,6,4,2,3,3,3,3,2,1,5,3,9,1,2,2,2,2,2,2,2,1,1,1,1
21490,50000800075,9,3,7,4,4,1,4,6,1,2,2,8,4,7,5,6,5,3,4,1,1,1,5,3,9,5,1,1,2,2,1,1,1,2,1,4,3
21491,50000800085,12,4,7,4,4,2,10,3,1,6,11,12,7,10,2,5,5,3,4,1,1,1,6,3,4,5,1,2,2,2,1,2,2,2,1,2,2
21492,50000800140,14,4,2,2,7,1,2,5,2,7,13,12,7,10,4,8,3,3,5,1,2,3,10,6,14,7,1,2,2,2,2,2,1,2,2,2,1
21493,50000800563,12,4,7,4,4,1,4,6,2,1,4,9,4,4,4,2,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21494,50000800742,12,4,8,5,4,1,5,7,1,1,3,1,1,9,4,6,4,3,5,3,2,1,7,4,9,1,2,2,2,2,2,2,2,2,2,1,1
21495,50000800890,13,4,7,4,4,1,4,6,1,1,3,3,1,9,2,6,4,3,5,1,2,1,6,3,9,6,1,2,2,2,2,1,1,2,1,3,2
21496,50000800905,12,4,7,4,4,2,10,3,2,1,4,7,2,2,3,4,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21497,50000801353,13,4,6,4,5,1,4,6,2,3,5,1,1,4,2,7,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21498,50000801361,13,4,10,6,2,1,6,7,1,2,2,6,1,3,2,4,2,2,1,4,1,1,9,5,9,1,2,2,2,2,2,2,2,1,2,1,1
21499,50000802237,10,3,6,4,5,1,4,6,1,1,4,4,1,6,3,7,3,3,4,2,2,1,5,3,4,2,1,2,1,2,2,2,2,2,1,2,2
21500,50000803168,13,4,5,3,6,2,9,3,1,5,9,9,2,1,4,6,2,2,3,2,2,1,4,2,4,1,2,2,2,2,2,2,2,2,2,1,1
21501,50000803438,12,4,7,4,4,1,4,6,1,1,4,1,1,9,4,6,4,3,5,1,2,1,6,3,4,1,2,2,2,2,2,2,2,2,1,1,1
21502,50000803775,13,4,6,4,5,1,4,6,1,2,2,8,2,2,2,4,4,3,1,1,2,1,7,4,9,1,2,2,2,2,2,2,2,1,1,1,1
21503,50000804872,14,4,8,5,4,1,5,7,2,3,5,9,4,3,10,6,3,3,2,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21504,50000804915,12,4,8,5,4,1,5,7,1,1,1,2,1,9,6,6,3,3,5,3,2,1,4,2,4,2,2,1,1,2,2,2,2,2,1,2,2
21505,50000805012,11,4,5,3,6,1,3,6,1,1,4,5,2,9,4,6,2,2,5,3,2,1,3,2,11,1,2,2,2,2,2,2,2,2,1,1,1
21506,50000805667,8,3,8,5,4,1,5,7,1,1,3,9,4,7,3,4,5,4,4,1,1,1,6,3,9,7,1,2,2,2,2,2,1,1,1,2,1
21507,50000806077,13,4,6,4,5,1,4,6,1,2,2,9,2,7,3,6,3,3,3,6,2,1,5,3,2,2,1,2,1,2,2,2,2,2,1,2,2
21508,50000806101,11,4,6,4,5,1,4,6,2,8,16,12,7,10,4,3,1,1,1,2,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21509,50000806336,13,4,10,6,2,2,12,4,2,5,9,9,2,1,3,3,2,3,1,4,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
21510,50000806375,11,4,9,5,3,1,5,7,1,8,16,12,7,10,5,6,2,2,2,1,2,1,8,4,13,1,2,2,2,2,2,2,2,2,1,1,1
21511,50000807159,11,4,6,4,5,1,4,6,2,3,5,7,2,3,3,4,3,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
21512,50000808613,13,4,7,4,4,1,4,6,1,1,4,1,1,8,4,6,4,3,4,1,1,1,6,3,13,5,2,1,2,2,1,2,2,2,1,2,2
21513,50000809337,12,4,10,6,2,1,6,7,1,8,16,12,7,10,3,6,2,2,2,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
21514,50000809527,11,4,10,6,2,1,6,7,1,1,1,1,1,9,4,6,1,1,5,1,2,2,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21515,50000812010,11,4,9,5,3,1,5,7,1,1,3,2,3,9,4,6,2,2,5,3,2,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
21516,50000812490,11,4,6,4,5,2,10,3,2,3,5,3,1,4,3,4,2,3,1,4,2,3,10,6,14,6,2,1,2,2,2,1,2,2,2,2,2
21517,50000812835,14,4,6,4,5,1,4,6,1,1,4,5,1,7,4,4,4,3,4,1,2,1,4,2,9,4,2,1,2,2,1,2,2,2,1,3,3
21518,50000812969,12,4,9,5,3,1,5,7,1,1,4,3,1,8,3,2,4,3,4,1,2,1,8,4,13,1,2,2,2,2,2,2,2,2,1,1,1
21519,50000813012,11,4,7,4,4,1,4,6,1,1,4,3,4,6,10,4,4,3,2,1,1,1,4,2,11,5,2,1,2,2,1,2,2,2,1,3,3
21520,50000813362,9,3,7,4,4,1,4,6,1,1,4,9,4,5,4,2,3,3,3,1,1,1,6,3,9,4,1,2,2,2,1,2,2,2,1,2,2
21521,50000813496,11,4,10,6,2,1,6,7,1,6,11,12,7,10,3,2,2,2,1,1,2,1,9,5,9,1,2,2,2,2,2,2,2,1,2,1,1
21522,50000813927,13,4,4,3,6,2,9,2,2,1,4,1,1,3,5,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21523,50000814656,13,4,6,4,5,1,4,6,2,8,16,12,7,10,3,6,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21524,50000814686,11,4,4,3,6,1,3,5,2,8,16,12,7,10,1,6,4,3,1,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21525,50000815046,12,4,7,4,4,1,4,6,1,1,4,1,1,9,4,4,6,3,5,1,1,1,7,4,9,5,1,1,2,2,1,1,1,2,1,4,3
21526,50000815462,14,4,7,4,4,1,4,6,1,2,2,8,5,4,2,6,6,4,2,1,2,1,5,3,7,6,1,2,2,2,2,1,1,1,1,3,2
21527,50000815578,14,4,5,3,6,1,3,6,2,1,4,3,1,6,6,6,1,1,3,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21528,50000815960,12,4,8,5,4,2,11,4,2,1,6,1,1,9,4,4,1,1,4,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21529,50000817076,12,4,6,4,5,1,4,6,2,1,4,5,4,3,10,2,2,3,1,4,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
21530,50000817083,13,4,5,3,6,1,3,6,1,1,4,2,3,1,3,4,4,3,2,3,2,1,4,2,4,4,2,1,2,2,1,1,2,2,1,3,3
21531,50000817264,13,4,8,5,4,2,11,4,2,1,6,1,1,4,3,6,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21532,50000817350,13,4,10,6,2,1,6,7,1,8,16,12,7,10,4,6,6,4,5,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
21533,50000817773,13,4,6,4,5,1,4,6,2,3,5,1,1,4,5,2,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21534,50000819740,14,4,8,5,4,1,5,7,2,1,4,1,1,5,3,2,2,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
21535,50000819741,11,4,5,3,6,1,3,6,2,1,6,5,1,7,4,7,2,3,3,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
21536,50000819877,14,4,9,5,3,1,5,7,1,1,4,3,1,6,3,6,4,3,3,1,2,1,7,4,11,7,2,1,2,2,2,2,1,2,1,2,1
21537,50000820649,13,4,3,2,7,1,2,5,2,4,7,8,2,2,4,2,4,3,4,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21538,50000820849,14,4,9,5,3,1,5,7,1,8,16,12,7,10,2,7,3,3,1,3,2,1,7,4,13,1,2,2,2,2,2,2,2,2,2,1,1
21539,50000821401,9,3,6,4,5,1,4,6,1,1,4,3,1,4,3,3,3,3,1,2,2,1,4,2,11,5,1,2,2,2,1,2,2,2,1,2,2
21540,50000821495,11,4,6,4,5,1,4,6,2,1,4,2,3,5,4,4,2,3,3,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21541,50000821572,14,4,5,3,6,1,3,6,1,1,3,1,1,6,4,6,2,2,4,3,1,1,3,2,9,1,2,2,2,2,2,2,2,2,2,1,1
21542,50000821708,11,4,6,4,5,1,4,6,1,1,4,7,5,3,1,3,2,2,1,2,2,1,4,2,13,1,2,2,2,2,2,2,2,2,1,1,1
21543,50000821859,13,4,6,4,5,1,4,6,1,1,6,1,2,1,3,6,4,3,3,1,2,1,5,3,9,5,2,1,2,2,1,2,1,2,1,3,2
21544,50000822009,14,4,7,4,4,2,10,3,2,5,9,9,4,2,3,2,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21545,50000823172,13,4,5,3,6,1,3,6,1,1,4,2,3,8,3,6,3,3,4,1,2,1,4,2,9,6,1,2,2,2,2,1,2,2,2,2,2
21546,50000824353,9,3,7,4,4,2,10,3,1,6,11,12,7,10,2,4,3,3,4,1,1,1,7,4,3,7,2,1,2,2,2,2,1,2,1,2,1
21547,50000825451,13,4,8,5,4,1,5,7,1,1,4,7,2,5,2,6,4,3,2,3,1,1,6,3,9,7,1,2,2,2,2,2,1,2,1,2,1
21548,50000825471,13,4,8,5,4,2,11,4,1,6,11,12,7,10,4,5,2,2,2,1,2,1,9,5,13,1,2,2,2,2,2,2,2,2,1,1,1
21549,50000825865,13,4,7,4,4,1,4,6,1,1,4,1,2,9,5,6,4,3,4,1,2,1,5,3,11,4,1,1,2,2,1,2,2,2,1,3,3
21550,50000826265,12,4,5,3,6,1,3,6,2,1,4,1,1,4,6,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21551,50000826309,19,3,8,5,4,1,5,7,2,1,1,1,1,4,4,6,2,3,5,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21552,50000826852,11,4,10,6,3,1,6,7,1,2,2,3,1,4,4,6,2,2,1,1,2,1,8,4,7,1,2,2,2,2,2,2,2,2,1,1,1
21553,50000827094,13,4,6,4,5,1,4,6,1,1,4,1,1,8,2,6,4,3,4,1,2,1,4,2,11,4,2,1,2,2,1,2,2,2,1,3,3
21554,50000827299,13,4,8,5,4,2,11,4,2,8,16,12,7,10,6,2,4,3,1,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
21555,50000828355,14,4,6,4,5,1,4,6,1,1,3,3,2,6,4,2,2,2,3,2,2,1,5,3,9,1,2,2,2,2,2,2,2,2,1,1,1
21556,50000828422,13,4,9,5,3,1,5,7,1,1,3,4,1,7,3,6,5,4,4,1,2,1,7,4,5,6,2,1,2,2,2,1,2,1,1,2,2
21557,50000828538,9,3,8,5,4,2,11,4,2,1,4,1,1,4,3,2,2,3,1,1,1,3,10,6,14,5,1,2,2,2,1,2,2,2,1,2,2
21558,50000828845,13,4,6,4,5,2,10,3,2,1,4,1,1,6,4,6,1,1,3,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21559,50000831358,14,4,6,4,5,1,4,6,2,3,5,3,1,4,6,4,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21560,50000832022,11,4,8,5,4,1,5,7,2,3,5,9,4,3,3,2,1,1,1,4,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21561,50000832272,13,4,5,3,6,1,3,6,2,1,6,1,1,9,9,6,1,1,4,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21562,50000833491,12,4,5,3,6,1,3,6,2,3,5,3,1,3,3,6,4,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21563,50000833696,11,4,7,4,4,1,4,6,1,1,3,9,4,5,3,3,2,2,2,1,2,1,3,2,9,1,2,2,2,2,2,2,2,2,1,1,1
21564,50000833784,14,4,6,4,5,1,4,6,2,2,2,5,1,2,3,6,4,3,3,3,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21565,50000833826,11,4,9,5,3,1,5,7,1,1,1,3,1,9,6,6,3,3,5,1,2,1,7,4,11,1,2,2,2,2,2,2,2,2,1,1,1
21566,50000834007,11,4,6,4,5,2,10,3,1,5,9,8,2,1,10,3,2,2,3,3,2,1,3,2,4,1,2,2,2,2,2,2,2,2,1,1,1
21567,50000834511,14,4,4,3,6,2,9,2,1,1,4,3,1,4,3,6,2,2,3,3,2,1,5,3,4,1,2,2,2,2,2,2,2,2,2,1,1
21568,50000834908,14,4,5,3,6,1,3,6,2,1,4,5,1,9,7,6,3,3,5,3,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
21569,50000834957,12,4,9,5,3,1,5,7,1,1,6,1,1,9,8,2,2,2,4,1,1,1,8,4,13,1,2,2,2,2,2,2,2,2,1,1,1
21570,50000835636,13,4,7,4,4,1,4,6,1,1,3,2,3,1,3,6,4,3,3,1,1,1,6,3,9,6,1,1,2,2,2,1,1,2,1,3,2
21571,50000836988,14,4,10,6,2,1,6,7,1,8,16,12,7,10,2,2,2,2,2,3,1,1,8,4,9,1,2,2,2,2,2,2,2,1,2,1,1
21572,50000837765,11,4,8,5,4,1,5,7,1,1,3,3,1,8,4,4,3,3,5,2,2,1,8,4,6,6,2,1,2,2,2,1,2,2,2,2,2
21573,50000837904,13,4,8,5,4,2,11,4,1,6,11,12,7,10,3,6,3,3,5,4,1,1,7,4,3,1,2,2,2,2,2,2,2,2,2,1,1
21574,50000838408,13,4,6,4,5,2,10,3,1,3,5,1,1,1,4,2,2,2,5,3,2,1,6,3,4,1,2,2,2,2,2,2,2,2,2,1,1
21575,50000838850,13,4,3,2,7,2,8,2,2,1,4,5,2,9,8,4,1,1,5,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21576,50000839497,11,4,10,6,3,1,6,7,1,8,16,12,7,10,1,5,2,3,1,1,2,2,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
21577,50000839589,10,3,10,6,2,1,6,7,1,5,9,9,5,5,2,2,3,3,3,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
21578,50000839816,13,4,8,5,4,1,5,7,2,8,16,12,7,10,1,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
21579,50000840201,11,4,8,5,4,1,5,7,1,1,6,1,1,9,2,7,6,4,5,1,2,1,6,3,11,6,1,1,2,2,2,1,1,1,1,3,2
21580,50000841581,8,3,9,5,3,1,5,7,1,1,1,7,2,4,2,2,5,4,4,1,2,1,8,4,9,1,2,2,2,2,2,2,2,1,1,1,1
21581,50000842713,14,4,8,5,4,1,5,7,1,4,7,3,1,9,3,6,4,3,4,3,2,1,5,3,11,6,1,2,2,2,2,1,1,2,1,3,2
21582,50000842941,13,4,2,2,7,2,8,2,2,7,13,12,7,10,3,8,4,3,3,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
21583,50000843791,11,4,7,4,4,1,4,6,1,1,4,5,2,4,3,2,4,4,2,1,2,1,6,3,13,1,2,2,2,2,2,2,2,1,1,1,1
21584,50000843945,19,3,7,4,4,1,4,6,1,1,3,3,1,7,3,2,6,4,5,1,1,1,6,3,9,1,2,2,2,2,2,2,2,1,1,1,1
21585,50000844297,10,3,4,3,6,1,3,5,2,1,4,9,2,4,3,6,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
